customerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Call Duration,Data Usage
7586-ZATGZ,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,84.9,3369.05,No,18,3791
7197-VOJMM,Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,16,1477
3318-OSATS,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,95.45,3474.05,Yes,1,3320
5828-AVIPD,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Manual,100.95,1875.55,Yes,29,4042
1843-TLSGD,Female,0,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Two year,No,Manual,20.85,272.35,No,15,4391
9626-VFRGG,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),88.5,3645.05,No,30,3690
7075-BNDVQ,Female,0,No,No,4,No,No,DSL,Yes,No,Yes,No,No,No,Monthly,No,Manual,35.0,135.75,No,23,1858
9143-CANJF,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Monthly,No,Manual,55.15,1319.85,No,23,4782
7284-BUYEC,Female,0,No,No,5,No,No,DSL,No,Yes,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),50.95,229.4,No,10,3484
2041-JIJCI,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Monthly,Yes,Manual,64.0,370.25,No,13,929
1086-LXKFY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.1,69.1,Yes,35,231
4900-MSOMT,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No,11,2518
2229-VWQJH,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),49.3,1233.25,No,57,752
9194-GFVOI,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No,5,3893
1336-EZFZY,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,20.05,83.3,No,6,1264
4282-MSACW,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No,1,3411
1403-LKLIK,Female,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,One year,No,Manual,20.1,579.4,No,31,751
2636-ALXXZ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.6,69.6,Yes,47,2496
7774-OJSXI,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,103.45,3066.45,Yes,13,3521
7786-WBJYI,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),77.95,305.55,Yes,31,4681
0136-IFMYD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,109.95,7634.25,No,28,1717
5144-TVGLP,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Manual,94.75,3653,No,51,2305
9643-AVVWI,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Monthly,Yes,Manual,80.0,241.3,No,29,2160
0253-ZTEOB,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Manual,79.65,3870.3,No,40,226
2706-QZIHY,Female,0,Yes,No,15,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Manual,25.2,387.9,No,52,2666
6061-PQHMK,Female,0,No,No,25,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.9,527.5,No,11,4130
9885-CSMWE,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,No,Manual,78.45,78.45,Yes,52,3983
6137-MFAJN,Female,0,No,No,48,No,No,DSL,Yes,Yes,No,No,Yes,No,Monthly,Yes,Manual,44.8,2104.55,No,33,763
9122-UMROB,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,20.3,20.3,No,31,205
4232-JGKIY,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.2,19.2,No,39,1722
2402-TAIRZ,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Manual,80.05,3019.1,No,4,3171
9659-ZTWSM,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No,21,1861
9139-TWBAS,Female,0,Yes,No,26,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No,8,989
6685-GBWJZ,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,23,3823
5016-ETTFF,Male,0,No,No,10,No,No,DSL,No,No,Yes,No,No,No,Monthly,No,Manual,29.5,255.25,Yes,31,1233
3866-MDTUB,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Monthly,Yes,Manual,70.75,146.9,Yes,56,530
2195-VVRJF,Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),59.1,1011.05,No,49,1903
3913-RDSJZ,Female,0,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Manual,25.55,1714.95,No,59,4156
8058-JMEQO,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,84.45,762.5,Yes,35,1823
4203-QGNZA,Female,0,No,Yes,28,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,20.25,535.35,No,52,3280
5043-TRZWM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Monthly,No,Manual,75.55,75.55,No,12,2210
0697-ZMSWS,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,85.65,338.9,Yes,24,126
7657-DYEPJ,Male,1,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes,15,2492
9494-BDNNC,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Manual,95.3,6273.4,No,9,3519
1640-PLFMP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.25,70.25,No,24,3412
5366-OBVMR,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,Yes,Manual,50.3,908.75,No,35,193
8276-MQBYC,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,97.8,4913.3,Yes,27,2843
7644-OMVMY,Male,0,Yes,Yes,0,Yes,No,No,No,No,No,No,No,No,Two year,No,Manual,19.85, ,No,53,2472
7593-XFKDI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthly,No,Manual,46.3,46.3,Yes,47,3101
4573-JKNAE,Male,0,No,Yes,12,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,212.3,No,17,3205
0337-CNPZE,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,106.3,4443.45,Yes,24,1000
9817-APLHW,Male,0,No,No,12,Yes,Yes,No,No,No,No,No,No,No,Monthly,No,Manual,25.0,316.2,No,10,1449
8380-MQINP,Female,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Manual,20.3,1079.05,No,45,2209
0840-DFEZH,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,75.35,564.65,No,50,3118
1513-XNPPH,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Monthly,Yes,Manual,89.4,1095.65,Yes,40,2526
8690-ZVLCL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,No,48,2804
6015-VVHHE,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),83.15,446.05,Yes,55,4070
1125-SNVCK,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Monthly,No,Manual,43.8,2106.05,No,19,164
0384-LPITE,Male,0,No,No,40,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,No,4,4487
4616-EWBNJ,Female,0,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.1,318.6,No,25,3938
6347-DCUIK,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,74.15,811.8,Yes,1,1946
1335-HQMKX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,101.35,7323.15,No,22,3522
2545-EBUPK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,84.05,186.05,No,50,3938
6923-AQONU,Male,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Manual,20.9,454,No,25,2708
2172-EJXVF,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,105.9,7521.95,No,7,4307
0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,99.5,1056.95,Yes,46,3063
7663-RGWBC,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthly,Yes,Manual,44.15,44.15,Yes,22,3515
1120-BMWUB,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Monthly,Yes,Manual,53.9,834.15,Yes,31,2650
9124-LHCJQ,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,85.45,85.45,Yes,18,4989
4536-PLEQY,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.05,999.8,No,54,1886
7029-IJEJK,Female,0,No,No,54,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,No,21,2494
8871-JLMHM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,No,2,451
2235-ZGKPT,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Monthly,No,Manual,50.85,239.55,Yes,29,1244
3891-PUQOD,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Monthly,No,Manual,59.2,59.2,Yes,3,901
5447-VYTKW,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Monthly,No,Manual,53.45,1461.45,No,10,2636
3623-FQBOX,Male,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Monthly,Yes,Manual,19.95,416.4,No,37,2255
0689-NKYLF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Manual,83.2,1060.6,Yes,56,2847
8659-HDIYE,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Monthly,No,Credit card (automatic),74.65,4869.35,No,22,3410
3658-KIBGF,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Monthly,Yes,Manual,54.9,54.9,Yes,25,240
3474-BAFSJ,Male,0,Yes,No,57,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,No,51,3937
5519-YLDGW,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,103.9,2254.2,Yes,27,1386
3865-ZFZIB,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Manual,19.65,358.15,No,53,764
1855-AGAWH,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Manual,93.8,2939.8,No,15,2641
7109-CQYUZ,Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,89.25,4652.4,No,42,2446
1370-GGAWX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Manual,94.15,4408.45,No,37,4041
4680-KUTAJ,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Monthly,Yes,Manual,55.6,580.8,No,23,2746
5307-UVGNB,Female,0,Yes,Yes,53,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Monthly,Yes,Bank transfer (automatic),48.7,2495.2,No,1,1273
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Monthly,Yes,Manual,19.25,180.3,Yes,40,4228
2883-ILGWO,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),104.9,5913.95,No,49,3454
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,75.45,158.4,Yes,55,2647
7580-UGXNC,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Monthly,No,Manual,54.85,104.2,Yes,60,1851
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.9,1389.35,No,53,4039
9629-NHXFW,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Monthly,Yes,Manual,19.4,19.4,No,41,3004
2696-RZVZW,Male,0,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.05,1629.2,No,27,279
5766-FTRTS,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Manual,84.45,6033.1,No,24,283
0396-HUJBP,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.3,44.4,No,14,383
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,95.1,95.1,Yes,3,2540
8879-ZKJOF,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,No,29,2312
6285-FTQBF,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.55,1867.7,No,13,4356
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,75.5,438,Yes,39,3648
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Manual,73.75,325.45,Yes,52,3670
7526-BEZQB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,96.05,1148.1,Yes,26,435
1474-JUWSM,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Manual,68.4,3972.25,No,6,2317
3530-CRZSB,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,20.65,155.9,No,25,3071
8498-XXGWA,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Monthly,Yes,Manual,55.15,3673.15,No,54,4687
9617-INGJY,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.6,70.6,No,16,2480
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.95,1126.75,No,44,1572
7234-KMNRQ,Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.0,73.45,No,26,1041
7636-PEPNS,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Manual,44.1,2413.05,No,44,3260
4683-WYDOU,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,No,32,1642
9052-DHNKM,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Manual,61.55,1581.95,No,28,2574
6794-HKIAJ,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Monthly,No,Bank transfer (automatic),90.7,5586.45,No,49,4657
5578-NKCXI,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,No,54,4686
1642-HMARX,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,91.7,6424.7,No,37,2921
3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No,41,4432
8434-PNQZX,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,No,8,4101
5950-AAAGJ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,No,Bank transfer (automatic),84.3,1537.9,No,44,4593
4299-OPXEJ,Female,0,No,No,56,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.55,1080.55,No,46,3701
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Manual,88.95,355.2,Yes,35,517
9618-LFJRU,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Monthly,No,Credit card (automatic),20.45,82.85,No,39,334
6693-DJWTY,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,No,28,3089
0744-GKNGE,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),86.8,5327.25,No,23,1209
6447-EGDIV,Female,0,No,No,31,Yes,No,No,No,No,No,No,No,No,One year,No,Manual,20.95,683.25,No,51,3521
1167-OYZJF,Female,1,Yes,No,67,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,1263.05,No,55,785
2108-YKQTY,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Monthly,No,Credit card (automatic),50.7,151.3,Yes,44,4496
4806-DXQCE,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,113.65,7714.65,No,9,4265
4918-QLLIW,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Monthly,No,Credit card (automatic),53.4,188.7,Yes,56,388
7056-IMHCC,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,101.9,5549.4,Yes,22,4795
4854-SSLTN,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Manual,59.5,130.5,No,13,1318
5294-DMSFH,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),87.8,2621.75,No,51,4534
4837-PZTIC,Female,0,No,No,47,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Manual,41.9,1875.25,No,34,3066
1625-JAIIY,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Manual,83.0,5685.8,Yes,26,2062
0603-OLQDC,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Monthly,Yes,Manual,69.85,837.5,No,10,3769
3272-VUHPV,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Monthly,No,Bank transfer (automatic),56.3,401.5,No,1,2959
4176-FXYBO,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Monthly,No,Manual,109.55,6118.95,No,50,3925
1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Manual,92.15,6480.9,No,38,2625
8663-UPDGF,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),69.5,1800.05,No,33,408
6719-FGEDO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No,15,417
1837-YQUCE,Female,0,No,No,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No,5,850
2947-DOMLJ,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Monthly,No,Manual,50.6,50.6,Yes,8,3608
4112-LUEIZ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,89.5,863.1,Yes,30,2066
0369-ZGOVK,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,No,52,2656
4510-HIMLV,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.8,69.8,Yes,5,2218
9919-KNPOO,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,94.3,1948.35,No,19,3805
8749-JMNKX,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Monthly,Yes,Bank transfer (automatic),93.8,4750.95,Yes,55,1594
7872-BAAZR,Female,0,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,1007.9,No,46,1689
9391-LMANN,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Manual,95.95,5036.9,No,15,4703
2430-USGXP,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,101.05,2391.8,Yes,53,1270
8174-TBVCF,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,No,43,833
1698-XFZCI,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,107.75,6521.9,No,16,3649
1877-HKBQX,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Manual,54.6,617.85,No,3,4208
4450-DLLMH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),71.3,157.75,No,35,4897
0428-AXXLJ,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.5,516.3,No,36,2083
2746-DIJLO,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364,No,9,409
5955-ERIHD,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,94.7,1687.95,Yes,56,2059
0917-EZOLA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,Yes,44,603
3508-VLHCZ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,No,2,2690
4086-ATNFV,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Manual,60.8,2042.05,No,58,3605
0468-YRPXN,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),98.8,2807.1,No,18,3816
5996-NRVXR,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,30,2442
3739-YBWAB,Male,0,Yes,No,36,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Manual,35.35,1317.95,No,41,3769
7047-FWEYA,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Manual,103.15,4594.65,No,50,2078
2000-MPKCA,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,107.75,6332.75,No,18,3360
9762-YAQAA,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,No,48,4537
5949-EBSQK,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Monthly,No,Credit card (automatic),61.45,229.55,Yes,38,2080
5473-KHBPS,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,No,13,4131
0100-DUVFC,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,104.8,7308.95,No,16,2418
5397-TUPSH,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,No,40,1141
8950-MTZNV,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthly,Yes,Manual,44.95,44.95,No,21,3508
0326-VDYXE,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Manual,97.65,6982.5,No,23,2961
6773-LQTVT,Female,1,Yes,Yes,29,No,No,DSL,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,35.65,1025.15,No,60,3499
7274-RTAPZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,90.55,90.55,Yes,17,1764
0436-TWFFZ,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Manual,85.25,5714.2,No,58,2131
8566-YPRGL,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Monthly,Yes,Manual,19.5,19.5,No,26,3047
0311-UNPFF,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),88.8,2274.35,Yes,20,185
